SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1996622,101006,Cash loans,8295.75,67500.0,67500.0,0.0,67500.0,SUNDAY,9,Y,1,0.0,,,XNA,Refused,-2910,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10.0,middle,Cash Street: middle,,,,,,
1019678,101078,Consumer loans,12563.415,98883.0,102244.5,5850.0,98883.0,THURSDAY,15,Y,1,0.0589408509978011,,,XAP,Refused,-1915,Cash through the bank,LIMIT,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,875,Consumer electronics,12.0,high,POS household with interest,,,,,,
2496683,100504,Cash loans,22446.99,405000.0,470488.5,,405000.0,FRIDAY,9,Y,1,,,,XNA,Approved,-700,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,middle,Cash X-Sell: middle,365243.0,-670.0,560.0,365243.0,365243.0,1.0
1166870,100179,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-118,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1026684,100414,Revolving loans,2250.0,0.0,45000.0,,,WEDNESDAY,20,Y,1,,,,XAP,Approved,-2519,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,0,XNA,0.0,XNA,Card X-Sell,-2518.0,-2467.0,365243.0,-519.0,365243.0,0.0
1973272,101032,Cash loans,34599.87,990000.0,1119375.0,,990000.0,MONDAY,11,Y,1,,,,XNA,Approved,-779,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,54.0,low_normal,Cash X-Sell: low,365243.0,-749.0,841.0,365243.0,365243.0,1.0
1156263,100478,Consumer loans,11527.83,107995.5,106816.5,10800.0,107995.5,SUNDAY,14,Y,1,0.1000045216290385,,,XAP,Approved,-1993,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,1480,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1962.0,-1632.0,-1632.0,-1622.0,0.0
1710590,100590,Consumer loans,54148.635,563800.5,589846.5,0.0,563800.5,WEDNESDAY,13,Y,1,0.0,,,XAP,Approved,-250,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Regional / Local,161,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-220.0,110.0,365243.0,365243.0,1.0
2517680,100572,Cash loans,9842.4,90000.0,90000.0,0.0,90000.0,WEDNESDAY,8,Y,1,0.0,,,XNA,Approved,-2312,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,70,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2282.0,-1952.0,-1952.0,-1944.0,0.0
1960869,100370,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-221,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1944377,100451,Cash loans,25493.31,405000.0,451777.5,,405000.0,THURSDAY,11,Y,1,,,,XNA,Approved,-1255,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-1225.0,-355.0,-445.0,-426.0,1.0
1935128,100599,Cash loans,33429.87,630000.0,694863.0,,630000.0,SATURDAY,13,Y,1,,,,Urgent needs,Approved,-671,XNA,XAP,,New,XNA,Cash,walk-in,Contact center,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-638.0,412.0,-368.0,-362.0,0.0
1500531,100885,Cash loans,29831.22,360000.0,479524.5,,360000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-683,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,high,Cash X-Sell: high,365243.0,-653.0,217.0,-353.0,-351.0,1.0
1246714,100215,Cash loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XNA,Canceled,-233,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1331031,100511,Consumer loans,17183.52,82440.0,92043.0,0.0,82440.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-787,Cash through the bank,XAP,"Spouse, partner",New,Office Appliances,POS,XNA,Regional / Local,700,Consumer electronics,6.0,middle,POS household with interest,365243.0,-756.0,-606.0,-666.0,-662.0,0.0
1511229,100230,Consumer loans,10492.965,91786.5,101479.5,0.0,91786.5,SUNDAY,12,Y,1,0.0,,,XAP,Refused,-430,Cash through the bank,LIMIT,,Repeater,Consumer Electronics,POS,XNA,Country-wide,900,Consumer electronics,12.0,middle,POS household with interest,,,,,,
2220879,100675,Consumer loans,5390.1,45450.0,44955.0,4545.0,45450.0,THURSDAY,5,Y,1,0.099998347107438,,,XAP,Approved,-1706,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,100,Construction,12.0,high,POS industry with interest,365243.0,-1675.0,-1345.0,-1435.0,-1430.0,0.0
2804879,100225,Cash loans,9716.805,90000.0,95940.0,,90000.0,MONDAY,12,Y,1,,,,XNA,Approved,-1450,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1420.0,-1090.0,-1090.0,-1073.0,1.0
1048757,101139,Cash loans,,0.0,0.0,,,MONDAY,16,Y,1,,,,XNA,Canceled,-240,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1726643,100648,Consumer loans,6867.0,34938.0,36783.0,0.0,34938.0,WEDNESDAY,10,Y,1,0.0,,,XAP,Approved,-971,XNA,XAP,,New,Consumer Electronics,POS,XNA,Stone,156,Consumer electronics,6.0,middle,POS industry with interest,365243.0,-933.0,-783.0,-783.0,-763.0,0.0
2228524,100814,Consumer loans,4359.51,22995.0,21721.5,2299.5,22995.0,FRIDAY,17,Y,1,0.1042572975918797,,,XAP,Approved,-2399,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,70,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2368.0,-2218.0,-2218.0,-2208.0,1.0
2655108,101034,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Refused,-420,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2815565,100973,Cash loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-266,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1864260,100196,Cash loans,25450.47,225000.0,239850.0,,225000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-187,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-157.0,173.0,365243.0,365243.0,1.0
2176509,100816,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-70,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
1229137,100816,Cash loans,24177.105,315000.0,339948.0,,315000.0,FRIDAY,18,Y,1,,,,XNA,Refused,-298,XNA,HC,Family,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
1442882,100885,Cash loans,16471.665,112500.0,137691.0,,112500.0,MONDAY,12,Y,1,,,,Other,Approved,-763,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-733.0,-403.0,-703.0,-700.0,1.0
1034547,100906,Cash loans,17717.4,270000.0,270000.0,0.0,270000.0,FRIDAY,11,Y,1,0.0,,,XNA,Approved,-2524,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,middle,Cash Street: middle,365243.0,-2490.0,-1800.0,-1860.0,-1857.0,0.0
1781045,100644,Consumer loans,,68773.5,68773.5,0.0,68773.5,SUNDAY,6,Y,1,0.0,,,XAP,Unused offer,-151,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,24,Connectivity,,XNA,POS mobile with interest,,,,,,
2033040,100077,Cash loans,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XNA,Refused,-265,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1668162,100482,Consumer loans,6116.67,68382.0,79213.5,0.0,68382.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-526,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,18.0,middle,POS household with interest,365243.0,-495.0,15.0,-405.0,-402.0,0.0
1491498,100903,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-236,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1026812,100929,Cash loans,22367.34,360000.0,409896.0,,360000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-1072,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-1042.0,8.0,365243.0,365243.0,1.0
2152863,100316,Consumer loans,4682.835,24705.0,23332.5,2475.0,24705.0,FRIDAY,10,Y,1,0.1044463818657366,,,XAP,Approved,-2918,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,10,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2887.0,-2737.0,-2737.0,-2734.0,1.0
1466215,100165,Cash loans,35313.93,297000.0,352116.0,,297000.0,WEDNESDAY,12,Y,1,,,,XNA,Approved,-1203,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1173.0,-843.0,-843.0,-835.0,1.0
1560272,101045,Consumer loans,3384.54,31720.5,26055.0,7650.0,31720.5,WEDNESDAY,13,Y,1,0.2471901929845855,,,XAP,Approved,-2069,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,20,Connectivity,10.0,high,POS mobile with interest,365243.0,-2038.0,-1768.0,-1768.0,-1757.0,0.0
2226176,100939,Cash loans,21468.015,450000.0,665469.0,,450000.0,SATURDAY,8,Y,1,,,,XNA,Approved,-685,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-655.0,1115.0,365243.0,365243.0,1.0
1415878,101032,Consumer loans,21334.365,199800.0,216945.0,0.0,199800.0,TUESDAY,11,Y,1,0.0,,,XAP,Approved,-638,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Country-wide,972,Furniture,12.0,middle,POS industry with interest,365243.0,-607.0,-277.0,-337.0,-332.0,0.0
1789275,100528,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,11,Y,1,,,,XAP,Approved,-289,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-262.0,-218.0,365243.0,365243.0,365243.0,0.0
1319299,100022,Consumer loans,6765.975,89091.0,103203.0,0.0,89091.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-239,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Stone,-1,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-209.0,301.0,365243.0,365243.0,1.0
1292196,100609,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-350,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,0,XNA,,XNA,Cash,,,,,,
1937376,100964,Cash loans,,0.0,0.0,,,SATURDAY,16,Y,1,,,,XNA,Refused,-202,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2479932,100136,Cash loans,65437.425,1215000.0,1285569.0,,1215000.0,FRIDAY,10,Y,1,,,,XNA,Approved,-779,Cash through the bank,XAP,"Spouse, partner",Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_action,Cash X-Sell: low,365243.0,-749.0,-59.0,-89.0,-84.0,1.0
1846664,100400,Consumer loans,11223.54,104949.0,123907.5,0.0,104949.0,WEDNESDAY,12,Y,1,0.0,,,XAP,Approved,-71,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,305,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-39.0,291.0,365243.0,365243.0,0.0
2738198,100524,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SATURDAY,15,Y,1,,,,XAP,Approved,-290,XNA,XAP,Family,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1909403,100586,Consumer loans,15592.32,118426.5,128848.5,0.0,118426.5,WEDNESDAY,11,Y,1,0.0,,,XAP,Refused,-379,Cash through the bank,HC,,Repeater,Jewelry,POS,XNA,Country-wide,35,Industry,10.0,middle,POS other with interest,,,,,,
2389868,100473,Cash loans,70685.775,2250000.0,2517300.0,,2250000.0,THURSDAY,11,Y,1,,,,Buying a holiday home / land,Refused,-559,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1146622,101106,Cash loans,42473.07,1264500.0,1448104.5,,1264500.0,SATURDAY,7,Y,1,,,,XNA,Refused,-184,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1020486,100430,Consumer loans,7511.04,38286.0,40558.5,0.0,38286.0,TUESDAY,18,Y,1,0.0,,,XAP,Approved,-195,Cash through the bank,XAP,,Repeater,Jewelry,POS,XNA,Country-wide,35,Jewelry,6.0,middle,POS others without interest,365243.0,-163.0,-13.0,-13.0,-8.0,0.0
1694303,100218,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-203,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2830255,100248,Cash loans,18988.425,450000.0,512370.0,,450000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-181,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,36.0,low_action,Cash X-Sell: low,365243.0,-151.0,899.0,365243.0,365243.0,1.0
2349730,100307,Cash loans,8137.395,67500.0,71955.0,0.0,67500.0,MONDAY,14,Y,1,0.0,,,Repairs,Approved,-2155,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2125.0,-1795.0,-1795.0,-1793.0,1.0
1194267,101120,Consumer loans,7915.95,89482.5,41589.0,54000.0,89482.5,SATURDAY,14,Y,1,0.6152476654312637,,,XAP,Approved,-1565,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,77,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1534.0,-1384.0,-1414.0,-1410.0,0.0
1336846,100685,Cash loans,31522.5,450000.0,450000.0,,450000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-1102,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-1072.0,-382.0,-382.0,-376.0,0.0
2003432,100663,Cash loans,37822.005,1129500.0,1293502.5,,1129500.0,MONDAY,10,Y,1,,,,XNA,Refused,-512,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),148,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1225849,100442,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-93,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1737706,100043,Consumer loans,62464.5,1575000.0,1575000.0,0.0,1575000.0,MONDAY,13,Y,1,0.0,,,XAP,Refused,-31,XNA,HC,,XNA,Furniture,POS,XNA,Stone,100,XNA,36.0,low_normal,POS industry with interest,,,,,,
2352977,100139,Consumer loans,2958.3,23845.5,23584.5,2385.0,23845.5,THURSDAY,15,Y,1,0.1000204785683905,,,XAP,Refused,-1868,Cash through the bank,LIMIT,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,80,Connectivity,12.0,high,POS mobile with interest,,,,,,
2052027,100045,Cash loans,50575.23,1170000.0,1271929.5,,1170000.0,WEDNESDAY,14,Y,1,,,,XNA,Approved,-1017,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-987.0,63.0,-267.0,-264.0,1.0
2156567,100261,Revolving loans,22500.0,0.0,450000.0,,,WEDNESDAY,11,Y,1,,,,XAP,Refused,-759,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1863439,100317,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Refused,-218,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1593891,100900,Consumer loans,,58041.0,58041.0,0.0,58041.0,SATURDAY,13,Y,1,0.0,,,XAP,Unused offer,-327,Cash through the bank,CLIENT,,Repeater,Consumer Electronics,XNA,XNA,Regional / Local,80,Consumer electronics,,XNA,POS household with interest,,,,,,
1985014,101019,Revolving loans,14625.0,0.0,292500.0,,,FRIDAY,12,Y,1,,,,XAP,Approved,-1352,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,-1348.0,-1299.0,365243.0,-1054.0,365243.0,0.0
1809380,100500,Consumer loans,6798.825,62050.5,48888.0,22500.0,62050.5,THURSDAY,13,Y,1,0.3432586072525557,,,XAP,Refused,-1692,Cash through the bank,LIMIT,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,78,Connectivity,10.0,high,POS mobile with interest,,,,,,
2357302,100919,Cash loans,5262.3,90000.0,90000.0,,90000.0,WEDNESDAY,7,Y,1,,,,XNA,Approved,-1083,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1053.0,-363.0,-1023.0,-1016.0,0.0
1097749,101022,Cash loans,,0.0,0.0,,,TUESDAY,16,Y,1,,,,XNA,Canceled,-183,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1620394,100270,Consumer loans,10344.105,62131.5,55917.0,6214.5,62131.5,MONDAY,12,Y,1,0.1089327547949985,,,XAP,Approved,-1142,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Country-wide,253,Clothing,6.0,middle,POS industry without interest,365243.0,-1109.0,-959.0,-959.0,-954.0,0.0
2618925,100974,Cash loans,19172.655,180000.0,191880.0,,180000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-625,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),6,XNA,12.0,middle,Cash X-Sell: middle,,,,,,
2474716,101001,Consumer loans,7049.79,59206.5,64089.0,0.0,59206.5,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-1286,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,250,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1255.0,-985.0,-985.0,-942.0,0.0
1442867,100369,Revolving loans,45000.0,900000.0,900000.0,,900000.0,FRIDAY,18,Y,1,,,,XAP,Approved,-459,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-438.0,-385.0,365243.0,365243.0,365243.0,0.0
2328727,100736,Cash loans,36437.67,1129500.0,1129500.0,,1129500.0,THURSDAY,19,Y,1,,,,XNA,Approved,-547,XNA,XAP,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2763284,101043,Revolving loans,13500.0,270000.0,270000.0,,270000.0,THURSDAY,7,Y,1,,,,XAP,Approved,-124,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,-121.0,-83.0,365243.0,-22.0,-8.0,0.0
1691588,100077,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,15,Y,1,,,,XAP,Approved,-217,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
2735436,100818,Cash loans,,0.0,0.0,,,SUNDAY,9,Y,1,,,,XNA,Canceled,-345,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2476256,100919,Consumer loans,5340.555,83430.0,47178.0,40500.0,83430.0,SATURDAY,11,Y,1,0.5030701181388925,,,XAP,Approved,-1843,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Stone,15,Consumer electronics,12.0,high,POS household with interest,365243.0,-1812.0,-1482.0,-1482.0,-1478.0,0.0
1679334,100364,Cash loans,19172.655,180000.0,191880.0,,180000.0,TUESDAY,9,Y,1,,,,XNA,Approved,-1184,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1154.0,-824.0,-824.0,-815.0,1.0
1491427,100767,Consumer loans,19491.435,173610.0,188505.0,0.0,173610.0,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-649,Cash through the bank,SCO,"Spouse, partner",New,Audio/Video,POS,XNA,Regional / Local,123,Consumer electronics,12.0,middle,POS household with interest,,,,,,
2651663,100303,Cash loans,5834.7,45000.0,47475.0,0.0,45000.0,TUESDAY,11,Y,1,0.0,,,XNA,Approved,-2857,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10.0,middle,Cash Street: middle,365243.0,-2827.0,-2557.0,-2557.0,-2551.0,1.0
1075164,100759,Revolving loans,38250.0,0.0,765000.0,,,TUESDAY,17,Y,1,,,,XAP,Approved,-526,XNA,XAP,,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),6,XNA,0.0,XNA,Card X-Sell,-426.0,-387.0,365243.0,365243.0,365243.0,0.0
2349356,100239,Revolving loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XAP,Canceled,-278,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1476898,100634,Consumer loans,,107955.0,107955.0,0.0,107955.0,MONDAY,12,Y,1,0.0,,,XAP,Refused,-1963,Cash through the bank,LIMIT,Family,Repeater,Computers,XNA,XNA,Stone,443,Consumer electronics,,XNA,POS household with interest,,,,,,
2791691,100132,Consumer loans,19908.18,301563.0,331416.0,0.0,301563.0,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-905,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,3135,Consumer electronics,18.0,low_action,POS household without interest,365243.0,-874.0,-364.0,-364.0,-359.0,0.0
1145279,101105,Revolving loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XAP,Canceled,-240,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1252086,100481,Consumer loans,6401.43,77665.5,62131.5,15534.0,77665.5,MONDAY,11,Y,1,0.2178308023745187,,,XAP,Approved,-170,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,70,Construction,12.0,middle,POS industry with interest,365243.0,-140.0,190.0,365243.0,365243.0,0.0
1460454,100287,Consumer loans,13075.155,139050.0,125145.0,13905.0,139050.0,FRIDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-648,Cash through the bank,XAP,Unaccompanied,New,Medical Supplies,POS,XNA,Country-wide,5,Industry,12.0,middle,POS other with interest,365243.0,-533.0,-203.0,-233.0,-226.0,0.0
1707697,100549,Cash loans,,0.0,0.0,,,MONDAY,14,Y,1,,,,XNA,Canceled,-141,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1558111,101076,Cash loans,21681.0,540000.0,540000.0,,540000.0,FRIDAY,17,Y,1,,,,Repairs,Refused,-445,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),2,XNA,48.0,middle,Cash Street: middle,,,,,,
1441262,100235,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Refused,-265,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1213908,100481,Consumer loans,1544.85,15453.0,13905.0,1548.0,15453.0,FRIDAY,12,Y,1,0.1090993805262878,,,XAP,Approved,-1713,Non-cash from your account,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,1012,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1682.0,-1412.0,-1412.0,-1403.0,0.0
2743024,100053,Revolving loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XAP,Canceled,-49,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
2115936,100437,Consumer loans,6517.215,59256.0,58608.0,5926.5,59256.0,MONDAY,16,Y,1,0.1000162281063194,,,XAP,Approved,-2733,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,40,Connectivity,12.0,high,POS mobile with interest,365243.0,-2702.0,-2372.0,-2372.0,-2370.0,1.0
2436657,100938,Cash loans,15737.985,135000.0,143910.0,0.0,135000.0,SATURDAY,9,Y,1,0.0,,,XNA,Approved,-2526,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash Street: high,365243.0,-2496.0,-2166.0,-2166.0,-2161.0,1.0
